As of Date,Fiscal Year,Region,Borrower Country / Economy,Borrower Country / Economy Code,Project ID,Project Name,Procurement Category,Procurement Method,Project Global Practice,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country / Economy,Supplier Country / Economy Code,Supplier Contract Amount (USD),Borrower Contract Reference Number,Review type,Supplier ID
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769450,Supply and delivery of 6No. 12 month micro soft office licences,02/22/2024,E & A GLOBAL HOLDINGS LIMITED,Kenya,KE,1594.520000,KE-CFGEU-397321-GO-RFQ,Post,833490
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769545,Supply and delivery of 26No.laptops as per specifications for the Financing Locally Led Climate Action Program,02/22/2024,EMCO DIESEL SERVICES,Kenya,KE,67671.230000,KE-CFGEU-397324-GO-RFQ,Post,832575
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769550,Supply and delivery of 6No.desktop computers as per specifications.,02/22/2024,E & A GLOBAL HOLDINGS LIMITED,Kenya,KE,13479.450000,KE-CFGEU-397323-GO-RFQ,Post,833490
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769553,Supply and delivery of 4No. printers as per specification,02/22/2024,M/S NAJELYNE ENTERPRISES LTD,Kenya,KE,5356.160000,KE-CFGEU-397322-GO-RFQ,Post,787787
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769557,Supply and delivery of 3No.photocopier machines for the Financing Locally-Led Climate Action Program,02/22/2024,SABOSO HOLDINGS LIMITED,Kenya,KE,38845.890000,KE-CFGEU-397325-GO-RFQ,Post,800146
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769558,Supply and delivery of 15No.Uninterruptible Power Supply (UPS) for Financing Locally-Led Climate Action Program,02/22/2024,M/S NAJELYNE ENTERPRISES LTD,Kenya,KE,5250.000000,KE-CFGEU-397319-GO-RFQ,Post,787787
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769561,Supply and delivery of 3no.conference teleprompters for the Financing Locally Led Climate Action Program,02/22/2024,AUTOQUICK LIMITED,Kenya,KE,22356.160000,KE-CFGEU-315701-GO-RFQ,Post,838815
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection,1769565,Environmental Risk Management Specialist,03/12/2024,INDIVIDUAL CONSULTANT,null,null,86642.600000,KE-CFGEU-356814-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769591,CONSULTING SERVICES FOR AN INDIVIDUAL PROJECT MANAGEMENT CONSULTANT,02/27/2024,INDIVIDUAL CONSULTANT,null,null,129651.900000,KE-MOTI-382318-CS-INDV,Post,null
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1769592,Supply and delivery of six (6No.) 4-drawer metal filling cabinets,05/16/2022,ROBERTO GENERAL SERVICES,Kenya,KE,6964.750000,KE-CFGEU-270322-GO-RFQ,Post,739424
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1769650,SUPPLY AND DELIVERY OF ALL IN ONE COLORED PRINTERS FOR PROJECT STAFF,11/15/2023,LIWAMI ENTERPRISES,Kenya,KE,19513.800000,KE-MOTI-367471-GO-RFQ,Post,832184
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769670,Consulting Services for an Individual Civil Engineer Consultant (Water),02/27/2024,INDIVIDUAL CONSULTANT,null,null,111032.550000,KE-MOTI-382333-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769715,CONSULTING SERVICES FOR AN INDIVIDUAL QUANTITY SURVEYING CONSULTANT,02/27/2024,INDIVIDUAL CONSULTANT,null,null,234051.710000,KE-MOTI-382331-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769768,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS AND CONSTRUCTION SUPERVISION OF INFRASTRUCTURE IMPROVEMENT WORKS ",10/31/2023,GA CONSULTANTS COMPANY LTD,Kenya,KE,1646706.040000,KE-MOTI-298201-CS-QCBS,Prior,732141
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769857,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS AND CONSTRUCTION SUPERVISION OF INFRASTRUCTURE IMPROVEMENT WORKS ",10/31/2023,STUDIO GALLI INGEGNERIA (SGI),Italy,IT,1019424.090000,KE-MOTI-298199-CS-QCBS,Prior,177752
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1769857,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS AND CONSTRUCTION SUPERVISION OF INFRASTRUCTURE IMPROVEMENT WORKS ",10/31/2023,EAST AFRICAN ENGINEERING CONSULTANTS LTD,Kenya,KE,1019424.090000,KE-MOTI-298199-CS-QCBS,Prior,620150
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1770169,"Procurement of PCR accessories (3 micro centrifuge,3 labolatory water bath and 3no. Bio-safety class ii cabinet)for Embu,Narok and Lodwar county referral hospital.-(Refrigerated Tabletop Centrifuge)",12/19/2023,UPSCALE SOLUTIONS LTD,Kenya,KE,33501.140000,KE-MOH-320083-GO-RFQ,Post,819601
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1770171,"Procurement of PCR accessories (3 micro centrifuge,3 labolatory water bath and 3no. Bio-safety class ii cabinet)for Embu,Narok and Lodwar county referral hospital.(High Capacity Laboratory Water Bath)",12/19/2023,UPSCALE SOLUTIONS LTD,Kenya,KE,13578.640000,KE-MOH-320083-GO-RFQ,Post,819601
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1770172,"Procurement of PCR accessories (3 micro centrifuge,3 labolatory water bath and 3no. Bio-safety class ii cabinet)for Embu,Narok and Lodwar county referral hospital.(Biological safety cabinet class II)",12/19/2023,SUBWAY EXPRESS LTD,Kenya,KE,38586.780000,KE-MOH-320083-GO-RFQ,Post,819598
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1770248,Supply and delivery of mirror less camera & accessories,02/22/2024,NYAMAJE ENTERPRISES,Kenya,KE,8547.950000,KE-CFGEU-397309-GO-RFQ,Post,838822
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1770249,Supply and delivery of white board stand,02/22/2024,NYAMAJE ENTERPRISES,Kenya,KE,164.380000,KE-CFGEU-397315-GO-RFQ,Post,838822
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1770251,Supply and delivery of 4No.laptop computers type 1,02/22/2024,CRUZONA INVESTMENTS,Kenya,KE,15978.080000,KE-CFGEU-397317-GO-RFQ,Post,838823
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1770255,SUPPLY AND DELIVERY OF 28NO DESKTOP COMPUTERS,11/30/2023,GALCHA CONSTRUCTION AND SUPPLIERS LTD,Kenya,KE,44763.460000,KE-MOTI-367470-GO-RFQ,Post,826008
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1770924,Supply and Delivery of Communication and ICT equipment,11/11/2023,YUMMERT,Kenya,KE,7899.930000,KEMFSED/PRO/QTN/004/2023-2024,Post,814493
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Goods,Request for Quotations,Public Admin;Social Protection,1770995,Supply and delivery of camcorder camera,02/22/2024,NYAMAJE ENTERPRISES,Kenya,KE,12342.470000,KE-CFGEU-397313-GO-RFQ,Post,838822
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P161305,Horn of Africa Gateway Development Project,Consultant Services,Individual Consultant Selection,Info & Communication;Transportation,1771061,LEAD CONSULTANT FOR THE ASSESSMENT OF THE PUBLIC PROCUREMENT SYSTEM USING THE METHODOLOGY FOR ASSESSING PROCUREMENT SYSTEM (MAPS) II CONSULTANCY,03/21/2024,INDIVIDUAL CONSULTANT,null,null,136605.000000,KE-KRA-357851-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1771135,"CONSTRUCTION WORKS FOR PUBLIC SECURITY LIGHTING IN MJINI, LUKOYE, KAMBI SOMALI AND AMALEMBA SETTLEMENTS IN MUMIAS AND KAKAMEGA TOWNS",03/05/2024,WESTLINK ELECTRICAL & HARDWARE LIMITED,Kenya,KE,208121.570000,KE-KAKAMEGA COUNTY-395391-CW-RFQ,Post,824510
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Goods,Request for Quotations,Health,1771242,"Procurement of Personal Protective Equipment's (PPEs) segregation and others-Protective Eye Gear,Heavy Duty Gloves,Heavy Duty Boots,Face Mask/Respirator,Overalls and Protective Eye Gear",02/16/2024,BRITSEL INTERNATIONAL,Kenya,KE,32873.430000,KE-MOH-013-2023/2024-GO-RFQ,Post,828869
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1771405,SUPPLY AND DELIVERY OF TITLE PRINTING HEAVY DUTY PRINTERS,03/20/2024,COPYCAT,Kenya,KE,162264.150000,KE-MOTI-382552-GO-RFB,Post,470706
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P173065,Financing Locally-Led Climate Action Program,Consultant Services,Individual Consultant Selection,Public Admin;Social Protection,1771646,Capacity Building Expert for Social Risk Management Unit,03/12/2024,INDIVIDUAL CONSULTANT,null,null,86642.600000,KE-CFGEU-356803-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Goods,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1771780,"SUPPLY AND DELIVERY OF CAMERA, TRIPOD STAND, ADDITIONAL LENS AND BATTERY FOR PROJECT USE",11/15/2023,JOYID SERVICES,Kenya,KE,23180.030000,KE-MOTI-367473-GO-RFQ,Post,855622
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P176758,NATIONAL AGRICULTURAL VALUE CHAIN DEVELOPMENT PROJECT (NAVCDP),Non-consulting Services,Request for Quotations,Agriculture;Industry & Trade/Ser,1771875,"Provision of Data Center Maintenance and Support Services: Colling, Fire, Suppression, Access & Power Backup ",10/05/2023,SMART PEOPLE AFRICA LIMITED,Kenya,KE,14727.640000,KALRO/HQTS/033/2023-2024,Post,808646
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163035,"Improved Livelihood Opportunities and Accessibility for underserved urban communities in Meru, Kenya",Consultant Services,Direct Selection,Public Admin;Transportation,1772341,Provision of audit service,08/14/2023,MASWAI RONO & ASSOCIATES,Kenya,KE,5695.650000,KE-CORE-319361-CS-LCS,Post,794854
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1772407,"PROPOSED SUPPLY DELIVERY INSTALLATION TESTING AND COMMISSIONING OF PUBLIC SECURITY STREET LIGHTING IN UMOJA, KIANG’OMBE, FORT JESUS/GITAMBAYA, BOSNIA/RIVERSIDE AND MISRI INFORMAL SETTLEMENTS IN KIAMB",02/21/2024,M/S LED POWER TECHNOLOGIES(E.A)K LIMITED,Kenya,KE,202855.580000,KE-KIAMBU COUNTY-395393-CW-RFQ,Post,872231
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1772540,PRINTING AND BRANDING OF SUB-PROJECT SIGNAGES,10/27/2023,GANA GROUP HOLDINGS LTD,Kenya,KE,7228.320000,KE-KLF-KEMFSED-023-2023-GO-RFQ,Post,845811
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1772548,SUPPLY AND DELIVERY OF IT SUPPORT ITEMS,10/25/2023,TRIREEN INVESTMENTS,Kenya,KE,7271.210000,KE-KLF-KEMFSED-004-2023-GO-RFQ,Post,845764
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P161317,Kenya Industry and Entrepreneurship,Consultant Services,Direct Selection,Industry & Trade/Ser,1772867,ESS Signed Negotiated Contract,08/11/2023,PROF. JACOB K. KIBWAGE,Kenya,KE,22560.440000,KE-SDII-349982-CS-CDS,Post,438948
01/02/2026,2021,Eastern and Southern Africa,Kenya,KE,P173820,KENYA COVID-19 HEALTH EMERGENCY RESPONSE PROJECT,Works,Request for Quotations,Health,1772928,"Renovation of 3 Regional Blood Centres: Kisii, Embu and Mombasa Blood Centres",04/12/2021,OCEANBAYS INVESTMENTS AND GENERAL SUPPLIESLIMITED,Kenya,KE,539660.410000,KE-MOH-188962-CW-RFQ,Post,758223
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1773026,"Construction works for Public security lighting in Mjini,  Bungoma town and Landi Matope, Chwele town , Settlements in Bungoma County.",01/29/2024,EDMAMN GENERAL SUPPLIES LIMITED,Kenya,KE,172222.220000,KE-BUNGOMA COUNTY-395381-CW-RFQ,Post,825346
01/02/2026,2022,Eastern and Southern Africa,Kenya,KE,P161305,Horn of Africa Gateway Development Project,Consultant Services,Individual Consultant Selection,Info & Communication;Transportation,1773157,SHORT-TERM CONSULTANCY SERVICES ON DEVELOPMENT OF RULES AND PROCEDURES FOR HANDLING PROCUREMENT COMPLAINTS,10/21/2021,INDIVIDUAL CONSULTANT,null,null,8100.810000,KE-KENHA-237519-CS-INDV,Post,null
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1773260,CONSTRUCTION WORKS FOR PUBLIC SECURITY LIGHTING AND SOCIAL AMENITIES IN UPPER KARIOKOR AND ASEKO/MLEKENYI SETTLEMENTS IN VOI TOWN IN TAITA TAVETA COUNTY.,01/17/2024,CORGYN,Kenya,KE,183775.110000,KE-TAITA TAVETA COUNTY-395562-CW-RFQ,Post,715400
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1773295,"CONSTRUCTION OF ROADS WITH SIDE DRAINS AND FOOTPATHS TO BITUMEN STANDARDS, STREET LIGHTING, WATER SUPPLY DISTRIBUTION AND SANITATION IN SELECTED INFORMAL SETTLEMENTS OF KATHWANA AND MARIMANTI IN THARA",04/04/2024,KENRIC INVESTMENT LIMITED,Kenya,KE,1915198.560000,KE-THARAKA NITHI COUNTY-398765-CW-RFB,Post,574190
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1773298,Construction works for 6 no. public security lighting (floodlights) at Kathwana and marimanti settlements in Tharaka Nithi County,02/05/2024,JUSTIN ELECTRICAL SERVICES LTD,Kenya,KE,185955.020000,KE-THARAKA NITHI COUNTY-394621-CW-RFQ,Post,828530
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Quotations,Public Admin;Social Protection;Water/Sanit/Waste,1773321,"CONSTRUCTION OF 3NO. SOLAR POWERED HIGH MAST SECURITY LIGHTS AT JOGOO,BARWAQO AND SHALLETEY SETTLEMENT IN WAJIR TOWN,WAJIR COUNTY.",02/12/2024,HANDAKI GENERAL AND SUPPLIERS LIMITED,Kenya,KE,189556.920000,KE-WAJIR COUNTY-396559-CW-RFQ,Post,825530
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1773328,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS, CONSTRUCTION SUPERVISION OF INFRASTRUCTURE WORKS IN NYERI, MERU, THARAKA-NITHI AND WAJIR ",10/31/2023,GATH CONSULTING ENGINEERS,Kenya,KE,726516.390000,KE-MOTI-298202-CS-QCBS,Prior,315019
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Consultant Services,Quality And Cost-Based Selection,Public Admin;Social Protection;Water/Sanit/Waste,1773328,"INFRASTRUCTURE UPGRADING PLANS, DETAILED ENGINEERING DESIGNS, PREPARATION OF PROCUREMENT DOCUMENTS, CONSTRUCTION SUPERVISION OF INFRASTRUCTURE WORKS IN NYERI, MERU, THARAKA-NITHI AND WAJIR ",10/31/2023,LOSAI MANAGEMENT LTD.,Kenya,KE,726516.390000,KE-MOTI-298202-CS-QCBS,Prior,477806
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1773396,"CONSTRUCTION OF ROADS/FOOTPATHS & DRAINAGE SYSTEM, WATER SUPPLY & SANITATION SYSTEM AND PUBLIC LIGHTING INFRASTRUCTURE WORKS IN SELECTED INFORMAL SETTLEMENTS OF MJINI IN BUNGOMA TOWN AND LANDI MATOPE",04/03/2024,VENTURELINE ENTERPRISE,Kenya,KE,2893125.950000,KE-BUNGOMA COUNTY-397609-CW-RFB,Post,523392
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1773411,CONSTRUCTION OFINFRASTRUCTURE WORKS IN SELECTED INFORMAL SETTLEMENTS IN WAJIR COUNTY(KISIP2),04/08/2024,PANDIUM HOLDINGS LIMITED,Kenya,KE,5997557.110000,KE-WAJIR COUNTY-401815-CW-RFB,Post,524429
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1773493,CONSTRUCTION OF KARAGITA SETTLEMENT WATER SUPPLY PIPELINE FOR THE NAKURU COUNTY SETTLEMENT INFRASTRUCTURE IMPROVEMENT WORKS,12/01/2023,OCTAGON BUILDERS KENYA,Kenya,KE,699697.900000,KE-NAKURU COUNTY-371238-CW-RFB,Post,674532
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P167814,Second Kenya Informal Settlements Improvement Project,Works,Request for Bids,Public Admin;Social Protection;Water/Sanit/Waste,1773494,"PROPOSED CONTRUCTION OF ROADS, FOOTPATHS NON-MOTORIZED TRANSPORT FACILITIES, STORM WATER DRAINAGE, HIGH MAST FLOODLIGHTS AND SEWER WORKS IN LAKEVIEW, LONDON, HILTON, AND KWA MUROGI SETTLEMENT",12/01/2023,M/S UNIVERSAL TRENDS LIMITED,Kenya,KE,3106936.590000,KE-NAKURU COUNTY-371238-CW-RFB,Post,785815
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1773678,Supply and delivery of office printers and photocopier tonners,10/24/2023,IYALE PEAK VENTURES SERVICES,Kenya,KE,15978.600000,KE-KLF-KEMFSED-002-2023-GO-RFQ,Post,846161
01/02/2026,2024,Eastern and Southern Africa,Kenya,KE,P163980,Marine Fisheries and Socio-Economic Development Project,Goods,Request for Quotations,Agriculture;Education,1773726,Supply and delivery of general office materials,10/30/2023,TONZI INVESTMENTS,Kenya,KE,14683.720000,KE-KLF-KEMFSED-003-2023-GO-RFQ,Post,845776
